action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0159,BAN022,validate,33,4.6,Complete
ACT0160,BAN033,monitor,32,5.0,Complete
ACT0161,BAN024,prioritize,21,20.8,Proposed
ACT0162,BAN028,prioritize,8,6.9,In Review
ACT0163,BAN010,escalate,31,2.6,In Review
ACT0164,BAN011,document,22,13.4,Ready
ACT0165,BAN026,automate,4,18.2,In Review
ACT0166,BAN001,validate,20,13.3,In Review
ACT0167,BAN018,validate,19,10.6,In Review
ACT0168,BAN014,automate,7,12.7,Proposed
ACT0169,BAN033,document,31,14.3,Ready
ACT0170,BAN018,escalate,40,5.1,Ready
ACT0171,BAN027,validate,15,4.0,Complete
ACT0172,BAN035,prioritize,24,8.5,Complete
ACT0173,BAN004,prioritize,6,20.9,Complete
ACT0174,BAN017,document,17,22.1,Proposed
ACT0175,BAN001,validate,16,20.9,Complete
ACT0176,BAN001,document,3,11.1,Proposed
ACT0177,BAN021,prioritize,31,9.0,Complete
ACT0178,BAN031,automate,8,23.1,Complete
ACT0179,BAN005,validate,22,7.9,Proposed
ACT0180,BAN003,document,4,11.1,Complete
ACT0181,BAN030,document,27,21.8,Ready
ACT0182,BAN005,document,9,5.3,In Review
ACT0183,BAN024,monitor,25,9.4,Complete
ACT0184,BAN028,validate,19,18.7,Complete
ACT0185,BAN032,automate,25,16.2,Ready
ACT0186,BAN036,document,24,21.4,Proposed
ACT0187,BAN020,prioritize,41,21.9,Ready
ACT0188,BAN015,escalate,31,9.8,Complete
ACT0189,BAN010,document,35,22.5,Ready
ACT0190,BAN026,automate,17,9.0,Complete
ACT0191,BAN012,prioritize,38,7.2,Proposed
ACT0192,BAN013,prioritize,32,22.5,In Review
ACT0193,BAN021,validate,25,8.5,Proposed
ACT0194,BAN018,automate,42,8.4,Ready
ACT0195,BAN023,document,17,14.7,Ready
ACT0196,BAN035,validate,27,18.9,Complete
ACT0197,BAN013,document,30,5.0,Proposed
ACT0198,BAN004,prioritize,31,10.2,Complete
ACT0199,BAN008,validate,44,15.0,Complete
ACT0200,BAN014,document,4,8.2,Proposed
ACT0201,BAN006,automate,44,21.2,Proposed
ACT0202,BAN020,monitor,33,22.3,Complete
ACT0203,BAN034,automate,12,21.7,Ready
ACT0204,BAN006,automate,42,12.3,In Review
ACT0205,BAN017,prioritize,9,11.1,Proposed
ACT0206,BAN031,document,28,4.9,In Review
ACT0207,BAN010,automate,33,5.2,Ready
ACT0208,BAN015,prioritize,16,8.0,Complete
ACT0209,BAN005,prioritize,38,23.5,Proposed
ACT0210,BAN035,automate,40,7.7,In Review
ACT0211,BAN009,monitor,6,10.0,Proposed
ACT0212,BAN028,automate,18,8.2,Proposed
ACT0213,BAN023,automate,3,15.2,Proposed
ACT0214,BAN014,document,23,16.5,In Review
ACT0215,BAN030,validate,33,12.9,Ready
ACT0216,BAN008,automate,32,12.0,Ready
ACT0217,BAN029,escalate,21,22.8,In Review
ACT0218,BAN008,automate,28,8.9,Proposed
ACT0219,BAN022,prioritize,6,9.3,Ready
ACT0220,BAN014,prioritize,29,16.7,In Review
